Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0600017T;Lycée professionnel mixte Mireille Grenet;Lycée;Public;13 avenue de Huy;;;60200;60159;Compiègne;060;20;32;;;0;0;1;03 44 92 28 00;;https://www.lycee-mireille-grenet.fr/;Ce.0600015R@ac-amiens.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;;1;19600069900013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8680;49.40245677005298, 2.818870107000968;SANS OBJET;Oise;Amiens;Hauts-de-France;686849.1;6922567.8;EPSG:2154;;49.40245677005298;2.818870107000968;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0600015R;;;;;;20607;OISE ORIENTALE
0801264P;Collège Rosa Parks;Collège;Public;Avenue du Languedoc;BP 11232;;80012;80021;Amiens;080;20;32;;;0;0;0;03 22 43 28 51;;https://ce0801264p.wixsite.com/rosaparksamiens;Ce.0801264P@ac-amiens.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP+;1;19801264300013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15018;49.9176396081107, 2.253931461784814;SANS OBJET;Somme;Amiens;Hauts-de-France;646374.3;6980139.4;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens Ouest;49.9176396081107;2.253931461784814;Rue;1968-05-06;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801264P;;;0801580H;;;20805;AMIENS NORD
0600027D;Collège Jéhan le Fréron;Collège;Public;3 rue des Alouettes;;;60360;60178;Crèvecoeur-le-Grand;060;20;32;;;0;0;0;03 44 46 87 77;;;Ce.0600027D@ac-amiens.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;1;19600027700026;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9898;49.60788381314161, 2.09561262322303;SANS OBJET;Oise;Amiens;Hauts-de-France;634600.3;6945784.6;EPSG:2154;Circonscription d'inspection du 1er degré de Grandvilliers;49.60788381314161;2.09561262322303;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0600027D;;;0602086S;;;20608;OISE OCCIDENTALE
0601296H;Collège Lucie et Raymond Aubrac;Collège;Public;13 rue Salvador Allendé;;;60700;60509;Pont-Sainte-Maxence;060;20;32;;;0;0;0;03 44 31 71 40;;https://college-lucie-et-raymond-aubrac-pont-sainte-maxence.60.ac-amiens.fr/;Ce.0601296H@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19601296700010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1956;49.29354577082032, 2.5979493308925186;SANS OBJET;Oise;Amiens;Hauts-de-France;670747.6;6910511.0;EPSG:2154;Circonscription d'inspection du 1er degré de Pont Sainte Maxence;49.29354577082032;2.5979493308925186;Numéro de rue;1970-03-05;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601296H;;;0600103L;;;20606;OISE CENTRALE
0801616X;Collège Guy Mareschal;Collège;Public;2 rue Elsa Triolet;;;80093;80021;Amiens;080;20;32;;;0;0;0;03 22 46 21 90;;https://college-guy-mareschal-amiens.80.ac-amiens.fr/;Ce.0801616X@ac-amiens.fr;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;REP+;1;19801616400016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4232;49.8706672638455, 2.327364180638817;SANS OBJET;Somme;Amiens;Hauts-de-France;651607.8;6974863.3;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens Sud;49.8706672638455;2.327364180638817;Numéro de rue;1977-09-15;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801616X;;;0801200V;;;20808;AMIENS SUD
0021721K;Collège Charles Brazier;Collège;Public;2 chemin du Clos Pinotte;;;02270;02237;Crécy-sur-Serre;002;20;32;;;0;0;0;03 23 80 81 03;;;Ce.0021721K@ac-amiens.fr;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;19021721600018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11897;49.70023792931615, 3.624369649662894;SANS OBJET;Aisne;Amiens;Hauts-de-France;745069.8;6955866.0;EPSG:2154;Circonscription d'inspection du 1er degré du Laonnois;49.70023792931615;3.624369649662894;Numéro de rue;1974-05-08;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021721K;;;0022136L;;;20028;LAON HIRSON
0800020M;Collège Amiral Lejeune;Collège;Public;7 rue de l'Amiral Lejeune;;;80000;80021;Amiens;080;20;32;;;0;0;0;03 22 71 93 80;;https://college-amiral-lejeune-amiens.80.ac-amiens.fr/;Ce.0800020M@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19800020000016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5611;49.892801358352095, 2.291119565557202;SANS OBJET;Somme;Amiens;Hauts-de-France;649022.4;6977349.9;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens Ouest;49.892801358352095;2.291119565557202;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0800020M;;;0801580H;;;20805;AMIENS NORD
0801372G;Collège Alain Jacques;Collège;Public;11 chemin Blanc;;;80690;80009;Ailly-le-Haut-Clocher;080;20;32;;;0;0;0;03 60 03 92 10;;https://college-alain-jacques-ailly-le-haut-clocher.80.ac-amiens.fr/;ce.0801372g@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19801372400010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1543;50.07916843989527, 1.9971333793816564;SANS OBJET;Somme;Amiens;Hauts-de-France;628145.5;6998325.8;EPSG:2154;Circonscription d'inspection du 1er degré de Ponthieu-Marquenterre;50.07916843989527;1.9971333793816564;Rue;1971-02-02;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801372G;;;0801446M;;;20806;PICARDIE MARITIME
0021661V;Collège Villard de Honnecourt;Collège;Public;130 rue Olivier Deguise;;;02230;02334;Fresnoy-le-Grand;002;20;32;;;0;0;0;03 23 66 01 12;;https://college-villard-de-honnecourt-fresnoy-le-grand.02.ac-amiens.fr/;Ce.0021661V@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19021661400015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5527;49.94866760852859, 3.4193600013855217;SANS OBJET;Aisne;Amiens;Hauts-de-France;730124.6;6983420.2;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Quentin Nord;49.94866760852859;3.4193600013855217;Numéro de rue;1972-01-19;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021661V;;;0020210T;;;20027;SAINT QUENTIN - CHAUNY
0600045Y;Collège de la Vallée du Matz;Collège;Public;151 rue de la Prairie de Bayencourt;;;60490;60533;Ressons-sur-Matz;060;20;32;;;0;0;0;03 44 42 50 63;;;Ce.0600045Y@ac-amiens.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19600045900012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12744;49.53991645622643, 2.752599939162897;SANS OBJET;Oise;Amiens;Hauts-de-France;682085.5;6937875.0;EPSG:2154;Circonscription d'inspection du 1er degré de Margny Les Compiègne;49.53991645622643;2.752599939162897;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0600045Y;;;0600100H;;;20607;OISE ORIENTALE
0020015F;Collège Jacques Cartier;Collège;Public;60 rue Ernest Renan;BP 154;;02303;02173;Chauny;002;20;32;;;0;0;0;03 23 39 95 95;;https://college-jacques-cartier-chauny.02.ac-amiens.fr/le-college/;Ce.0020015F@ac-amiens.fr;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;19020015400028;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11774;49.62346933027034, 3.226340380260153;SANS OBJET;Aisne;Amiens;Hauts-de-France;716362.9;6947167.9;EPSG:2154;Circonscription d'inspection du 1er degré de Chauny;49.62346933027034;3.226340380260153;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020014E;;;0020207P;;;20027;SAINT QUENTIN - CHAUNY
0800037F;Collège des Cygnes;Collège;Public;1 rue des Marais;;;80510;80488;Longpré-les-Corps-Saints;080;20;32;;;0;0;0;03 22 31 90 67;;;Ce.0800037F@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19800037400019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5859;50.012973134352634, 1.9931327750057315;SANS OBJET;Somme;Amiens;Hauts-de-France;627764.9;6990959.9;EPSG:2154;Circonscription d'inspection du 1er degré d'Abbeville;50.012973134352634;1.9931327750057315;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0800037F;;;0801201W;;;20806;PICARDIE MARITIME
0801437C;Collège Sagebien;Collège;Public;95 rue Sagebien;;;80000;80021;Amiens;080;20;32;;;0;0;0;03 22 71 92 90;;;Ce.0801437C@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19801437500010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8679;49.875133772229816, 2.290316845197915;SANS OBJET;Somme;Amiens;Hauts-de-France;648947.0;6975383.8;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens Sud;49.875133772229816;2.290316845197915;Numéro de rue;1972-01-20;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801437C;;;0801200V;;;20808;AMIENS SUD
0602077G;Collège Françoise Sagan;Collège;Public;7 rue du 11 novembre 1918;;;60540;60088;Bornel;060;20;32;;;0;0;0;03 44 07 87 70;;;Ce.0602077G@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19601791700010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13764;49.20120372134799, 2.214719366221565;SANS OBJET;Oise;Amiens;Hauts-de-France;642763.1;6900449.3;EPSG:2154;Circonscription d'inspection du 1er degré de Méru;49.20120372134799;2.214719366221565;Numéro de rue;2004-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0602077G;;;0601957B;;;20608;OISE OCCIDENTALE
0801327H;Lycée Édouard Branly;Lycée;Public;70 boulevard de Saint-Quentin;Cité scolaire;;80000;80021;Amiens;080;20;32;;;1;1;0;03 22 53 49 60;;https://lycee-edouard-branly-amiens.80.ac-amiens.fr;ce.0801327h@ac-amiens.fr;1;1;0;1;0;1;0;1;1;0;1;0;0;0;1;;1;19801327800017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13852;49.8791074014261, 2.2971710512012264;SANS OBJET;Somme;Amiens;Hauts-de-France;649444.0;6975821.7;EPSG:2154;;49.8791074014261;2.2971710512012264;Numéro de rue;1969-03-20;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;301;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE;99;0800009A;;;;;;20808;AMIENS SUD
0021479X;Lycée professionnel Françoise Dolto;Lycée;Public;221 avenue des Lilas;;;02120;02361;Guise;002;20;32;;;0;0;1;03 23 61 81 50;;https://lp-lyc-metier-francoise-dolto-guise.02.ac-amiens.fr;Ce.0021479x@ac-amiens.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;;1;19020006300013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1128;49.904406406502545, 3.637922575641281;SANS OBJET;Aisne;Amiens;Hauts-de-France;745864.5;6978598.2;EPSG:2154;;49.904406406502545;3.637922575641281;Numéro de rue;1968-07-10;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0021479X;;;;;;20027;SAINT QUENTIN - CHAUNY
0020075W;Collège Georges Cobast;Collège;Public;4 rue Salvador Allende;;;02500;02381;Hirson;002;20;32;;;0;0;0;03 23 58 18 30;;https://college-georges-cobast-hirson.02.ac-amiens.fr;Ce.0020075W@ac-amiens.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;REP;1;19020075800018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8601;49.92307140960063, 4.095099370679356;SANS OBJET;Aisne;Amiens;Hauts-de-France;778703.5;6981036.5;EPSG:2154;Circonscription d'inspection du 1er degré d'Hirson;49.92307140960063;4.095099370679356;Rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020075W;;;0020213W;;;20028;LAON HIRSON
0600007G;Collège Henri Baumont;Collège;Public;36 avenue du 8 mai 1945;;;60000;60057;Beauvais;060;20;32;;;0;0;0;03 44 10 50 30;;https://college-henri-baumont-beauvais.60.ac-amiens.fr;Ce.0600007G@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP+;1;19600007900026;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4233;49.4393634706028, 2.102389643192186;SANS OBJET;Oise;Amiens;Hauts-de-France;634877.2;6927029.0;EPSG:2154;Circonscription d'inspection du 1er degré de Beauvais Nord;49.4393634706028;2.102389643192186;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0600007G;;;0602075E;;;20608;OISE OCCIDENTALE
0021494N;Collège Paul Éluard;Collège;Public;2 rue Gérard Philipe;;;02430;02340;Gauchy;002;20;32;;;0;0;0;03 23 50 39 00;;https://college-paul-eluard-gauchy.02.ac-amiens.fr;Ce.0021494N@ac-amiens.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;1;19021494000016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8598;49.82775122976316, 3.2897660162720066;SANS OBJET;Aisne;Amiens;Hauts-de-France;720864.7;6969918.4;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Quentin;49.82775122976316;3.2897660162720066;Numéro de rue;1969-03-26;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021494N;;;0020209S;;;20027;SAINT QUENTIN - CHAUNY
0601191U;Collège du Thelle;Collège;Public;2 rue Jules Ferry;;;60110;60395;Méru;060;20;32;;;0;0;0;03 44 22 11 52;;https://college-du-thelle-meru.60.ac-amiens.fr/;Ce.0601191U@ac-amiens.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;REP;1;19601191000029;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4180;49.23063643280627, 2.1241894929551774;SANS OBJET;Oise;Amiens;Hauts-de-France;636201.2;6903792.4;EPSG:2154;Circonscription d'inspection du 1er degré de Méru;49.23063643280627;2.1241894929551774;Numéro de rue;1969-03-20;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601191U;;;0601957B;;;20608;OISE OCCIDENTALE
0601180G;Collège Madeleine et Georges Blin;Collège;Public;Rue de la Gare;;;60420;60374;Maignelay-Montigny;060;20;32;;;0;0;0;03 44 51 14 92;;https://college-madeleine-et-georges-blin-maignelay-montigny.60.ac-amiens.fr/;ce.0601180g@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19601180300018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12743;49.551522237135956, 2.513359900097968;SANS OBJET;Oise;Amiens;Hauts-de-France;664770.0;6939246.9;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Just-en-Chaussée;49.551522237135956;2.513359900097968;Numéro de rue;1968-08-22;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601180G;;;0602096C;;;20606;OISE CENTRALE
0601297J;Collège Louis Pasteur;Collège;Public;143 rue Jean Moulin;BP 165;;60402;60471;Noyon;060;20;32;;;0;0;0;03 44 09 41 90;;https://college-louis-pasteur-noyon.60.ac-amiens.fr;Ce.0601297J@ac-amiens.fr;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;REP;1;19601297500013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8691;49.585491608989635, 3.015309560285732;SANS OBJET;Oise;Amiens;Hauts-de-France;701107.6;6942918.4;EPSG:2154;Circonscription d'inspection du 1er degré de Noyon;49.585491608989635;3.015309560285732;Numéro de rue;1970-03-05;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601297J;;;0600101J;;;20607;OISE ORIENTALE
0601366J;Collège Ferdinand Bac;Collège;Public;18 rue d'Ulm;BP 60649;;60207;60159;Compiègne;060;20;32;;;0;0;0;03 44 38 66 00;;https://college-ferdinand-bac-compiegne.60.ac-amiens.fr;Ce.0601366J@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19601366800013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5613;49.41936644378581, 2.8293699072562526;SANS OBJET;Oise;Amiens;Hauts-de-France;687615.5;6924447.4;EPSG:2154;Circonscription d'inspection du 1er degré de Compiègne;49.41936644378581;2.8293699072562526;Numéro de rue;1971-02-02;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601366J;;;0601464R;;;20607;OISE ORIENTALE
0601190T;Collège Charles Fauqueux;Collège;Public;35 rue Louis Roger;;;60000;60057;Beauvais;060;20;32;;;0;0;0;03 44 02 00 70;;https://college-charles-fauqueux-beauvais.60.ac-amiens.fr;Ce.0601190T@ac-amiens.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP+;1;19601190200018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8811;49.41636219923293, 2.080820339683501;SANS OBJET;Oise;Amiens;Hauts-de-France;633282.6;6924488.1;EPSG:2154;Circonscription d'inspection du 1er degré de Beauvais Sud;49.41636219923293;2.080820339683501;Numéro de rue;1969-03-20;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601190T;;;0602072B;;;20608;OISE OCCIDENTALE
0801373H;Collège Jules Verne;Collège;Public;9 rue Jules Verne;BP 40029;;80136;80674;Rivery;080;20;32;;;0;0;0;03 22 70 71 50;;https://college-jules-verne-rivery.80.ac-amiens.fr;Ce.0801373H@ac-amiens.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;1;19801373200013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13236;49.90424531712562, 2.32472366614414;SANS OBJET;Somme;Amiens;Hauts-de-France;651449.8;6978602.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens Nord;49.90424531712562;2.32472366614414;Numéro de rue;1971-02-02;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801373H;;;0801198T;;;20805;AMIENS NORD
0601409F;Collège Jules Vallès;Collège;Public;9 avenue de la Commune de Paris;;;60340;60584;Saint-Leu-d'Esserent;060;20;32;;;0;0;0;03 44 56 39 24;;https://college-jules-valles-saint-leu-desserent.60.ac-amiens.fr;Ce.0601409F@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19601409600016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2008;49.21875669241234, 2.403890654932297;SANS OBJET;Oise;Amiens;Hauts-de-France;656565.7;6902281.1;EPSG:2154;Circonscription d'inspection du 1er degré de Gouvieux;49.21875669241234;2.403890654932297;Numéro de rue;1972-01-20;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601409F;;;0601503H;;;20606;OISE CENTRALE
0801487G;Collège Alfred Manessier;Collège;Public;33 rue de la Résistance;;;80420;80318;Flixecourt;080;20;32;;;0;0;0;03 22 51 60 85;;https://cite-alfred-manessier-flixecourt.80.ac-amiens.fr/;ce.0801704t@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;REP;1;19801487000010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1162;50.00954590065261, 2.0762014443924333;SANS OBJET;Somme;Amiens;Hauts-de-France;633719.7;6990505.5;EPSG:2154;Circonscription d'inspection du 1er degré de Ponthieu-Marquenterre;50.00954590065261;2.0762014443924333;Numéro de rue;1973-03-09;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801487G;;;0801446M;;;20805;AMIENS NORD
0600002B;Lycée polyvalent Paul Langevin;Lycée;Public;3 avenue Montaigne;;;60000;60057;Beauvais;060;20;32;;;1;1;1;03 44 12 17 17;;https://paul-langevin60.fr/index.php;Ce.0600002B@ac-amiens.fr;1;1;0;1;0;1;0;0;1;0;1;0;0;1;1;;1;19600002000012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14829;49.4150526818292, 2.108599765329404;SANS OBJET;Oise;Amiens;Hauts-de-France;635297.2;6924319.3;EPSG:2154;;49.4150526818292;2.108599765329404;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0601823F;;;;;;20608;OISE OCCIDENTALE
0600013N;Lycée Cassini;Lycée;Public;11 rue Henri Breuil;;;60607;60157;Clermont;060;20;32;;;1;1;0;03 44 68 28 28;;https://lgt-cassini-clermont.60.ac-amiens.fr/;Ce.0600013N@ac-amiens.fr;1;1;0;1;0;1;1;1;0;0;1;0;0;0;1;;1;19600013700014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7310;49.383578390347346, 2.406360498971291;SANS OBJET;Oise;Amiens;Hauts-de-France;656883.5;6920614.5;EPSG:2154;;49.383578390347346;2.406360498971291;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0601787S;;;;;;20606;OISE CENTRALE
0601863Z;Lycée polyvalent Charles de Gaulle;Lycée;Public;44 rue Jacques Daguerre;;;60321;60159;Compiègne;060;20;32;;;1;1;1;03 44 20 20 88;;https://lpo-lyc-metier-charles-de-gaulle-compiegne.60.ac-amiens.fr/;Ce.0601863Z@ac-amiens.fr;1;1;0;1;0;1;0;0;0;0;1;0;0;1;1;;1;19600082200029;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.782;49.38532643849857, 2.780289962648359;SANS OBJET;Oise;Amiens;Hauts-de-France;684042.7;6920669.1;EPSG:2154;;49.38532643849857;2.780289962648359;Numéro de rue;1990-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0600015R;;;;;;20607;OISE ORIENTALE
0600009J;Lycée Jean Rostand;Lycée;Public;2 place Georges Paquier;;;60634;60141;Chantilly;060;20;32;;;1;1;0;03 44 62 47 00;;https://lgt-jean-rostand-chantilly.60.ac-amiens.fr/;Ce.0600009J@ac-amiens.fr;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;;1;19600009500022;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11501;49.18019344393652, 2.463709832386754;SANS OBJET;Oise;Amiens;Hauts-de-France;660895.1;6897960.5;EPSG:2154;;49.18019344393652;2.463709832386754;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0600049C;;;;;;20606;OISE CENTRALE
0020012C;Lycée polyvalent Jean de La Fontaine;Lycée;Public;2 rue de Mosbach;BP 70159;;02404;02168;Château-Thierry;002;20;32;;;1;1;1;03 23 69 23 38;;https://lycee-jdlf.fr/;Ce.0020012C@ac-amiens.fr;1;1;1;1;0;1;0;0;0;0;1;0;0;1;1;;1;19020012100019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2004;49.05171363454606, 3.3844201267559155;SANS OBJET;Aisne;Amiens;Hauts-de-France;728100.6;6883606.3;EPSG:2154;;49.05171363454606;3.3844201267559155;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0020012C;;;;;;20029;SUD-AISNE
0601176C;Collège Gérard Philipe;Collège;Public;1 rue des Écoles;;;60480;60265;Froissy;060;20;32;;;0;0;0;03 44 80 27 70;;;Ce.0601176C@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19601176100018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11896;49.5640873939052, 2.2217400145346407;SANS OBJET;Oise;Amiens;Hauts-de-France;643672.7;6940814.1;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Just-en-Chaussée;49.5640873939052;2.2217400145346407;Numéro de rue;1968-04-12;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601176C;;;0602096C;;;20608;OISE OCCIDENTALE
0801853E;Lycée polyvalent Jean Racine;Lycée;Public;541 rue Pasteur;;;80500;80561;Montdidier;080;20;32;;;1;1;1;03 22 98 31 60;;http://lyceejeanracine.fr/wdps/;ce.0801853e@ac-amiens.fr;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;;1;19800048100012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1190;49.6533451018881, 2.581964191374314;SANS OBJET;Somme;Amiens;Hauts-de-France;669796.5;6950549.1;EPSG:2154;;49.6533451018881;2.581964191374314;Numéro de rue;1988-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;0800041K;;;;;;20807;SANTERRE SOMME
